Animal_ID,State,Sex,Age_months,Birth_Weight_kg,Current_Weight_kg,Body_Condition_Score,Frame_Score,Parity,Health_Status,Forage_Type,Dry_Matter_Intake_kg,Crude_Protein_pct,TDN_pct,Water_Intake_L,Mineral_Supplement,Energy_Balance,Avg_Temp_C,Annual_Rainfall_mm,Season,Humidity_pct,Heat_Stress_Index,Altitude_m,Veld_Condition,Herd_Size,Grazing_System,Vaccination_Status,Deworming,Housing_Type,Breeding_Method,Record_Keeping,Avg_Daily_Gain_kg,Calving_Rate_pct,Weaning_Weight_kg,Enteric_CH4_kg,Manure_CH4_kg,Total_CH4_kg,CH4_CO2e_kg,Direct_CO2_kg,N2O_CO2e_kg,Total_CO2e_excl_CH4_kg,Carbon_Seq_kg_CO2,GHG_Gross_CO2e_kg,GHG_Net_CO2e_kg,Carbon_Intensity_kgCO2e_per_kgGain,Intervention_Moringa,Intervention_Tannin,Intervention_Genetic,Intervention_Solar,Num_Interventions,Baseline_Enteric_CH4_kg,Baseline_Manure_CH4_kg,Baseline_Total_CH4_kg,Baseline_Direct_CO2_kg,Baseline_N2O_CO2e_kg,Baseline_Carbon_Seq_kg,Baseline_Gross_GHG_CO2e_kg,Baseline_Net_GHG_CO2e_kg,Baseline_Carbon_Intensity,Int_Enteric_CH4_kg,Int_Manure_CH4_kg,Int_Total_CH4_kg,Int_Direct_CO2_kg,Int_N2O_CO2e_kg,Int_Carbon_Seq_kg,Int_Gross_GHG_CO2e_kg,Int_Net_GHG_CO2e_kg,Int_ADG_kg,Int_Carbon_Intensity,Delta_CH4_kg,Delta_Net_GHG_CO2e_kg,Delta_Pct_Net_GHG_Reduction
BSM-0479,Free State,Heifer,11,32.6,126.0,3.5,4,0,Healthy,Native Veld,3.36,7.4,66.5,12.7,Yes,Positive,17.6,307,Winter,64.9,70.2,1434,Good,172,Continuous,Up to date,Regular,Semi-intensive,Both,Manual,1.387,,222.7,88.46,4.16,92.62,2593.36,239.85,96.75,336.6,900.0,2929.96,2029.96,4.01,No,No,Yes,No,1,88.46,4.16,92.62,239.85,96.75,900.0,2929.96,2029.96,4.01,77.459,4.16,81.619,224.086,96.75,925.346,2606.168,1680.822,1.387,3.32,11.001,349.138,17.2
BSM-0480,North West,Cow,24,29.0,220.8,3.3,7,6,Healthy,Native Veld,4.97,9.2,53.9,22.9,Yes,Positive,19.3,588,Winter,49.8,71.7,1127,Fair,56,Continuous,Up to date,Occasional,Extensive,Natural mating,Digital,0.678,66.8,204.1,120.0,1.14,121.14,3391.92,160.76,177.92,338.68,900.0,3730.6,2830.6,11.44,No,No,No,No,0,120.0,1.14,121.14,160.76,177.92,900.0,3730.6,2830.6,11.44,120.0,1.14,121.14,160.76,177.92,900.0,3730.6,2830.6,0.678,11.438,0.0,0.0,0.0
BSM-0481,North West,Heifer,11,34.3,110.4,3.0,6,0,Healthy,Mixed,2.0,8.0,58.2,8.0,No,Positive,21.7,553,Spring,36.3,74.7,1285,Fair,165,Rotational,Up to date,Regular,Extensive,Natural mating,Digital,1.076,,166.0,49.21,1.46,50.67,1418.76,262.36,62.26,324.62,900.0,1743.38,843.38,2.15,No,No,No,No,0,49.21,1.46,50.67,262.36,62.26,900.0,1743.38,843.38,2.15,49.21,1.46,50.67,262.36,62.26,900.0,1743.38,843.38,1.076,2.147,0.0,0.0,0.0
BSM-0482,North West,Bull,42,30.1,269.9,4.2,4,0,Healthy,Native Veld,6.01,11.8,50.6,17.5,Yes,Positive,25.4,365,Summer,54.4,83.2,1371,Good,145,Rotational,Up to date,Occasional,Intensive,Natural mating,Manual,1.023,,208.5,120.0,15.0,135.0,3780.0,313.69,275.95,589.64,900.0,4369.64,3469.64,9.29,No,Yes,No,No,1,120.0,15.0,135.0,313.69,275.95,900.0,4369.64,3469.64,9.29,100.341,15.0,115.341,313.69,242.882,900.0,3786.12,2886.12,1.0072,7.851,19.659,583.52,16.82
BSM-0483,North West,Cow,99,32.4,966.8,2.9,6,0,Healthy,Native Veld,23.26,14.7,53.0,74.1,Yes,Negative,20.9,401,Summer,56.1,75.2,1078,Fair,127,Rotational,Up to date,Occasional,Extensive,Natural mating,Manual,0.514,61.1,203.1,120.0,9.55,129.55,3627.4,161.02,1330.46,1491.48,900.0,5118.88,4218.88,22.49,No,No,No,No,0,120.0,9.55,129.55,161.02,1330.46,900.0,5118.88,4218.88,22.49,120.0,9.55,129.55,161.02,1330.46,900.0,5118.88,4218.88,0.514,22.488,0.0,0.0,0.0
BSM-0484,North West,Bull,95,31.5,872.8,2.7,7,0,Healthy,Improved Pasture,20.58,13.6,53.8,65.4,Yes,Positive,23.7,368,Summer,40.1,78.7,1349,Fair,259,Continuous,Up to date,Regular,Extensive,AI,Digital,1.31,,176.4,120.0,8.71,128.71,3603.88,343.34,1089.07,1432.41,900.0,5036.29,4136.29,8.65,No,Yes,Yes,No,2,120.0,8.71,128.71,343.34,1089.07,900.0,5036.29,4136.29,8.65,85.264,8.71,93.974,316.272,898.95,919.749,3846.494,2926.745,1.3234,6.059,34.736,1209.545,29.24
BSM-0485,North West,Cow,95,35.4,550.2,3.1,6,3,Healthy,Crop Residue,13.49,8.9,51.2,40.8,Yes,Positive,22.2,418,Winter,76.8,79.6,1139,Good,121,Rotational,Partial,Regular,Semi-intensive,AI,Digital,0.519,72.0,209.8,120.0,15.0,135.0,3780.0,292.21,467.17,759.38,900.0,4539.38,3639.38,19.21,No,No,No,No,0,120.0,15.0,135.0,292.21,467.17,900.0,4539.38,3639.38,19.21,120.0,15.0,135.0,292.21,467.17,900.0,4539.38,3639.38,0.519,19.212,0.0,0.0,0.0
BSM-0486,Free State,Cow,84,34.2,612.1,2.5,5,0,Recovered,Native Veld,11.96,10.6,64.4,43.8,Yes,Negative,21.7,400,Autumn,41.4,75.2,1745,Fair,239,Rotational,Up to date,Regular,Extensive,AI,Manual,1.111,70.2,186.1,120.0,4.07,124.07,3473.96,175.52,493.3,668.82,900.0,4142.78,3242.78,8.0,No,No,No,No,0,120.0,4.07,124.07,175.52,493.3,900.0,4142.78,3242.78,8.0,120.0,4.07,124.07,175.52,493.3,900.0,4142.78,3242.78,1.111,7.997,0.0,0.0,0.0
BSM-0487,Limpopo,Cow,35,31.8,321.2,4.1,7,4,Mild Illness,Native Veld,7.86,11.6,68.4,30.3,No,Negative,28.3,648,Autumn,50.5,88.0,680,Good,26,Rotational,Partial,Regular,Extensive,AI,Digital,0.682,52.7,184.5,120.0,3.06,123.06,3445.68,133.24,354.78,488.02,900.0,3933.7,3033.7,12.19,Yes,No,No,No,1,120.0,3.06,123.06,133.24,354.78,900.0,3933.7,3033.7,12.19,107.698,3.06,110.758,133.24,323.202,900.0,3557.666,2657.666,0.7485,9.728,12.302,376.034,12.4
BSM-0488,Limpopo,Heifer,20,26.1,199.4,3.8,6,0,Healthy,Native Veld,3.95,14.3,58.2,15.9,Yes,Neutral,26.3,411,Summer,37.7,83.1,777,Good,235,Continuous,Up to date,Regular,Extensive,Both,Digital,0.704,,183.8,101.37,1.42,102.79,2878.12,177.6,219.79,397.39,900.0,3275.51,2375.51,9.24,Yes,No,No,Yes,2,101.37,1.42,102.79,177.6,219.79,900.0,3275.51,2375.51,9.24,87.636,1.42,89.056,34.662,196.384,926.704,2724.614,1797.91,0.7527,6.544,13.734,577.6,24.31
BSM-0489,Free State,Cow,56,30.1,350.5,3.4,3,2,Healthy,Mixed,8.94,14.6,69.2,38.3,Yes,Positive,16.8,523,Autumn,56.8,67.9,1367,Fair,188,Rotational,Up to date,Occasional,Extensive,AI,,0.801,72.9,130.0,120.0,3.11,123.11,3447.08,263.15,507.88,771.03,900.0,4218.11,3318.11,11.35,No,No,No,Yes,1,120.0,3.11,123.11,263.15,507.88,900.0,4218.11,3318.11,11.35,120.0,3.11,123.11,86.525,507.88,914.195,4041.485,3127.29,0.801,10.697,0.0,190.82,5.75
BSM-0490,Free State,Cow,68,34.1,569.0,3.2,6,3,Healthy,Native Veld,12.17,15.2,54.7,40.4,No,Positive,19.9,537,Spring,45.4,72.4,1793,Fair,93,Rotational,Up to date,Regular,Extensive,Natural mating,Manual,1.251,60.6,176.8,120.0,5.57,125.57,3515.96,144.95,719.79,864.74,900.0,4380.7,3480.7,7.62,No,No,No,No,0,120.0,5.57,125.57,144.95,719.79,900.0,4380.7,3480.7,7.62,120.0,5.57,125.57,144.95,719.79,900.0,4380.7,3480.7,1.251,7.623,0.0,0.0,0.0
BSM-0491,North West,Cow,113,32.8,1028.3,4.7,5,5,Healthy,Improved Pasture,25.81,11.6,57.2,90.4,Yes,Positive,19.6,366,Winter,54.5,72.7,1257,Poor,46,Rotational,Up to date,Regular,Semi-intensive,Natural mating,Manual,0.454,89.5,207.8,120.0,15.0,135.0,3780.0,356.43,1164.98,1521.41,208.73,5301.41,5092.68,30.73,No,Yes,No,Yes,2,120.0,15.0,135.0,356.43,1164.98,208.73,5301.41,5092.68,30.73,100.688,15.0,115.688,51.031,972.963,236.131,4263.258,4027.127,0.4518,24.421,19.312,1065.553,20.92
BSM-0492,North West,Cow,115,27.5,886.9,2.1,4,7,Healthy,Mixed,16.39,13.2,53.3,53.9,Yes,Positive,24.4,460,Summer,41.2,80.0,1275,Good,296,Continuous,Partial,Occasional,Extensive,Natural mating,Manual,0.36,57.8,189.4,120.0,6.86,126.86,3552.08,301.78,841.83,1143.61,900.0,4695.69,3795.69,28.89,No,No,No,No,0,120.0,6.86,126.86,301.78,841.83,900.0,4695.69,3795.69,28.89,120.0,6.86,126.86,301.78,841.83,900.0,4695.69,3795.69,0.36,28.887,0.0,0.0,0.0
BSM-0493,Limpopo,Cow,92,26.6,797.9,4.3,4,6,Healthy,Native Veld,17.62,8.0,63.7,70.9,No,Positive,31.2,455,Autumn,32.7,91.4,502,Good,62,Continuous,Up to date,Regular,Extensive,AI,Manual,0.742,50.9,157.9,120.0,6.89,126.89,3552.92,148.34,548.49,696.83,900.0,4249.75,3349.75,12.37,Yes,Yes,No,No,2,120.0,6.89,126.89,148.34,548.49,900.0,4249.75,3349.75,12.37,82.604,6.89,89.494,148.34,424.477,900.0,3078.649,2178.649,0.7844,7.61,37.396,1171.101,34.96
BSM-0494,Limpopo,Bull,31,32.6,257.9,4.7,4,0,Healthy,Mixed,6.46,12.1,59.2,16.3,Yes,Neutral,23.8,681,Summer,69.0,81.7,707,Poor,112,Rotational,Up to date,Regular,Extensive,Natural mating,Manual,0.361,,214.1,120.0,2.64,122.64,3433.92,279.53,304.15,583.68,900.0,4017.6,3117.6,23.66,Yes,Yes,No,No,2,120.0,2.64,122.64,279.53,304.15,900.0,4017.6,3117.6,23.66,78.072,2.64,80.712,279.53,228.069,900.0,2767.535,1867.535,0.3749,13.648,41.928,1250.065,40.1
BSM-0495,North West,Heifer,23,28.8,244.2,3.3,3,0,Mild Illness,Mixed,4.95,9.2,63.5,29.0,Yes,Positive,24.0,581,Summer,62.1,81.4,1225,Good,90,Strip,Up to date,Regular,Extensive,AI,,1.056,,182.5,120.0,2.41,122.41,3427.48,262.37,177.2,439.57,900.0,3867.05,2967.05,7.7,No,No,No,No,0,120.0,2.41,122.41,262.37,177.2,900.0,3867.05,2967.05,7.7,120.0,2.41,122.41,262.37,177.2,900.0,3867.05,2967.05,1.056,7.698,0.0,0.0,0.0
BSM-0496,North West,Heifer,18,29.1,151.5,3.7,5,0,Healthy,Mixed,3.93,10.9,66.8,16.3,No,Positive,19.7,443,Winter,47.0,72.2,1114,Fair,288,Continuous,Up to date,Regular,Intensive,Natural mating,Digital,1.136,,159.5,95.16,15.0,110.16,3084.48,349.4,166.68,516.08,454.64,3600.56,3145.92,7.59,No,No,No,No,0,95.16,15.0,110.16,349.4,166.68,454.64,3600.56,3145.92,7.59,95.16,15.0,110.16,349.4,166.68,454.64,3600.56,3145.92,1.136,7.587,0.0,0.0,0.0
BSM-0497,North West,Heifer,13,34.0,115.7,4.8,7,0,Healthy,Native Veld,2.81,12.7,62.0,10.3,Yes,Positive,21.1,359,Winter,32.4,73.2,1157,Poor,128,Rotational,Up to date,Regular,Extensive,Both,Digital,1.24,,245.2,72.53,0.1,72.63,2033.64,180.69,138.86,319.55,900.0,2353.19,1453.19,3.21,No,No,No,No,0,72.53,0.1,72.63,180.69,138.86,900.0,2353.19,1453.19,3.21,72.53,0.1,72.63,180.69,138.86,900.0,2353.19,1453.19,1.24,3.211,0.0,0.0,0.0
BSM-0498,Limpopo,Cow,110,35.6,920.4,2.6,4,5,Healthy,Improved Pasture,21.98,9.3,63.8,60.0,Yes,Neutral,27.3,545,Autumn,73.3,88.5,860,Fair,200,Continuous,Up to date,Occasional,Intensive,Both,Digital,1.118,50.8,163.7,120.0,15.0,135.0,3780.0,453.54,795.4,1248.94,618.8,5028.94,4410.14,10.81,Yes,No,No,No,1,120.0,15.0,135.0,453.54,795.4,618.8,5028.94,4410.14,10.81,106.402,15.0,121.402,453.54,703.484,618.8,4556.28,3937.48,1.1753,9.179,13.598,472.66,10.72
BSM-0499,Free State,Cow,53,29.7,339.7,3.6,5,1,Healthy,Crop Residue,7.32,7.5,70.6,32.5,No,Neutral,17.4,370,Winter,38.5,67.2,1651,Good,234,Rotational,Up to date,Regular,Extensive,Natural mating,Manual,1.308,71.8,212.0,120.0,2.86,122.86,3440.08,233.11,213.62,446.73,900.0,3886.81,2986.81,6.26,No,No,No,No,0,120.0,2.86,122.86,233.11,213.62,900.0,3886.81,2986.81,6.26,120.0,2.86,122.86,233.11,213.62,900.0,3886.81,2986.81,1.308,6.256,0.0,0.0,0.0
BSM-0500,Free State,Steer,20,31.9,131.9,3.4,6,0,Healthy,Mixed,3.01,7.1,56.6,13.9,Yes,Neutral,21.0,332,Spring,76.5,77.5,1715,Poor,133,Rotational,Up to date,Occasional,Semi-intensive,Both,Manual,1.123,,170.8,75.52,4.17,79.69,2231.32,343.6,83.16,426.76,309.9,2658.08,2348.18,5.73,No,No,No,No,0,75.52,4.17,79.69,343.6,83.16,309.9,2658.08,2348.18,5.73,75.52,4.17,79.69,343.6,83.16,309.9,2658.08,2348.18,1.123,5.729,0.0,0.0,0.0
BSM-0501,North West,Cow,110,31.8,1090.6,2.8,3,4,Healthy,Native Veld,26.15,7.2,57.9,77.9,Yes,Positive,26.2,582,Summer,53.9,84.6,1257,Fair,204,Strip,Up to date,Regular,Extensive,Both,Digital,1.33,79.1,193.4,120.0,11.0,131.0,3668.0,209.72,732.62,942.34,900.0,4610.34,3710.34,7.64,No,No,No,No,0,120.0,11.0,131.0,209.72,732.62,900.0,4610.34,3710.34,7.64,120.0,11.0,131.0,209.72,732.62,900.0,4610.34,3710.34,1.33,7.643,0.0,0.0,0.0
BSM-0502,North West,Cow,72,31.5,501.2,4.5,5,1,Healthy,Crop Residue,11.39,7.1,65.8,47.2,No,Positive,25.1,493,Winter,47.0,81.9,1084,Fair,144,Continuous,Up to date,Regular,Extensive,Both,Manual,0.512,76.2,167.4,120.0,4.2,124.2,3477.6,221.57,314.67,536.24,900.0,4013.84,3113.84,16.66,No,No,No,No,0,120.0,4.2,124.2,221.57,314.67,900.0,4013.84,3113.84,16.66,120.0,4.2,124.2,221.57,314.67,900.0,4013.84,3113.84,0.512,16.662,0.0,0.0,0.0
BSM-0503,Limpopo,Bull,70,32.1,452.1,4.7,5,0,Healthy,Native Veld,11.29,8.0,63.4,49.2,No,Positive,30.9,541,Autumn,67.1,94.3,730,Fair,124,Rotational,Up to date,Regular,Extensive,Natural mating,Digital,0.85,,159.0,120.0,5.42,125.42,3511.76,170.3,351.44,521.74,900.0,4033.5,3133.5,10.1,No,Yes,No,No,1,120.0,5.42,125.42,170.3,351.44,900.0,4033.5,3133.5,10.1,100.499,5.42,105.919,170.3,308.406,900.0,3444.438,2544.438,0.8482,8.219,19.501,589.062,18.8
BSM-0504,Free State,Cow,107,34.3,760.0,4.3,7,6,Healthy,Native Veld,16.98,9.2,53.9,80.6,Yes,Positive,21.5,513,Autumn,73.8,78.1,1269,Good,256,Rotational,Up to date,Regular,Semi-intensive,AI,Digital,1.393,53.1,203.1,120.0,15.0,135.0,3780.0,241.09,607.85,848.94,900.0,4628.94,3728.94,7.33,No,No,No,Yes,1,120.0,15.0,135.0,241.09,607.85,900.0,4628.94,3728.94,7.33,120.0,15.0,135.0,92.387,607.85,920.482,4480.237,3559.755,1.393,7.001,0.0,169.185,4.54
BSM-0505,North West,Cow,105,30.0,735.1,2.6,5,2,Healthy,Improved Pasture,14.72,9.0,58.3,79.5,Yes,Negative,19.9,500,Autumn,48.5,72.7,1270,Good,160,Strip,Up to date,Occasional,Extensive,Natural mating,,1.05,84.0,200.1,120.0,5.71,125.71,3519.88,324.3,515.49,839.79,900.0,4359.67,3459.67,9.03,No,No,No,No,0,120.0,5.71,125.71,324.3,515.49,900.0,4359.67,3459.67,9.03,120.0,5.71,125.71,324.3,515.49,900.0,4359.67,3459.67,1.05,9.027,0.0,0.0,0.0
BSM-0506,Limpopo,Cow,41,27.4,346.7,2.3,7,7,Recovered,Crop Residue,6.98,15.9,60.3,39.1,No,Negative,27.5,427,Spring,50.4,86.5,615,Poor,177,Rotational,Up to date,Regular,Extensive,AI,Manual,1.267,76.3,218.6,120.0,1.83,121.83,3411.24,199.28,431.84,631.12,887.14,4042.36,3155.22,6.82,Yes,No,Yes,No,2,120.0,1.83,121.83,199.28,431.84,887.14,4042.36,3155.22,6.82,91.858,1.83,93.688,180.941,394.153,931.031,3198.358,2267.327,1.3815,4.496,28.142,887.893,28.14
BSM-0507,Free State,Cow,89,37.1,603.1,3.8,3,3,Healthy,Improved Pasture,10.89,9.8,59.2,70.1,No,Neutral,21.5,392,Winter,51.7,75.9,1433,Good,293,Continuous,Up to date,Regular,Semi-intensive,AI,Digital,0.333,87.9,189.1,120.0,11.77,131.77,3689.56,333.17,415.27,748.44,900.0,4438.0,3538.0,29.11,No,No,No,No,0,120.0,11.77,131.77,333.17,415.27,900.0,4438.0,3538.0,29.11,120.0,11.77,131.77,333.17,415.27,900.0,4438.0,3538.0,0.333,29.109,0.0,0.0,0.0
BSM-0508,Free State,Cow,91,35.3,831.3,2.2,3,1,Recovered,Improved Pasture,17.47,8.1,53.9,70.1,Yes,Negative,16.1,516,Winter,76.1,68.6,1430,Fair,136,Strip,Not vaccinated,Regular,Extensive,AI,Digital,1.259,61.7,245.5,120.0,7.01,127.01,3556.28,337.62,550.62,888.24,900.0,4444.52,3544.52,7.71,No,No,No,No,0,120.0,7.01,127.01,337.62,550.62,900.0,4444.52,3544.52,7.71,120.0,7.01,127.01,337.62,550.62,900.0,4444.52,3544.52,1.259,7.713,0.0,0.0,0.0
BSM-0509,Free State,Heifer,16,28.7,172.2,4.0,6,0,Healthy,Mixed,4.39,11.9,70.3,16.2,Yes,Neutral,21.8,432,Spring,64.6,77.7,1462,Fair,81,Continuous,Up to date,Occasional,Extensive,Natural mating,Digital,1.067,,196.7,104.85,2.54,107.39,3006.92,245.36,203.28,448.64,900.0,3455.56,2555.56,6.56,No,No,No,No,0,104.85,2.54,107.39,245.36,203.28,900.0,3455.56,2555.56,6.56,104.85,2.54,107.39,245.36,203.28,900.0,3455.56,2555.56,1.067,6.562,0.0,0.0,0.0
BSM-0510,Free State,Heifer,23,32.4,172.4,3.6,7,0,Healthy,Native Veld,4.47,14.7,66.8,18.5,Yes,Positive,22.0,505,Winter,42.4,75.8,1785,Good,43,Rotational,Up to date,Regular,Semi-intensive,Both,Manual,0.488,,204.2,120.0,4.57,124.57,3487.96,242.16,255.68,497.84,900.0,3985.8,3085.8,17.32,No,No,No,Yes,1,120.0,4.57,124.57,242.16,255.68,900.0,3985.8,3085.8,17.32,120.0,4.57,124.57,53.809,255.68,922.612,3797.449,2874.837,0.488,16.14,0.0,210.963,6.84
BSM-0511,North West,Heifer,8,35.0,91.6,4.0,7,0,Healthy,Improved Pasture,1.83,13.1,60.6,9.3,No,Negative,25.4,577,Winter,39.2,81.6,1192,Fair,79,Strip,Partial,Occasional,Extensive,Natural mating,Manual,0.328,,156.0,40.36,0.66,41.02,1148.56,334.65,93.28,427.93,900.0,1576.49,676.49,5.65,No,No,Yes,No,1,40.36,0.66,41.02,334.65,93.28,900.0,1576.49,676.49,5.65,36.079,0.66,36.739,317.214,93.28,926.677,1439.186,512.509,0.328,4.281,4.281,163.981,24.24
BSM-0512,North West,Heifer,6,34.2,77.5,3.8,4,0,Healthy,Native Veld,2.14,9.7,65.0,9.3,No,Positive,18.8,545,Winter,41.5,70.0,1072,Poor,284,Continuous,Up to date,Regular,Semi-intensive,Natural mating,,0.586,,174.6,55.88,2.99,58.87,1648.36,223.67,80.77,304.44,366.08,1952.8,1586.72,7.42,No,No,No,Yes,1,55.88,2.99,58.87,223.67,80.77,366.08,1952.8,1586.72,7.42,55.88,2.99,58.87,26.008,80.77,391.223,1755.138,1363.915,0.586,6.377,0.0,222.805,14.04
BSM-0513,Free State,Steer,16,33.4,157.4,3.3,4,0,Mild Illness,Native Veld,3.62,12.1,69.7,9.6,No,Neutral,15.9,365,Spring,43.2,64.9,1717,Good,199,Rotational,Up to date,Regular,Extensive,AI,Manual,1.307,,203.0,93.21,0.66,93.87,2628.36,157.46,170.44,327.9,900.0,2956.26,2056.26,4.31,No,No,No,No,0,93.21,0.66,93.87,157.46,170.44,900.0,2956.26,2056.26,4.31,93.21,0.66,93.87,157.46,170.44,900.0,2956.26,2056.26,1.307,4.31,0.0,0.0,0.0
BSM-0514,Free State,Bull,51,31.5,522.3,2.6,6,0,Healthy,Improved Pasture,14.19,13.4,53.0,42.5,No,Positive,15.0,516,Spring,41.5,63.2,1223,Fair,251,Strip,Up to date,Regular,Extensive,Both,Manual,1.035,,187.9,120.0,5.03,125.03,3500.84,299.5,739.88,1039.38,900.0,4540.22,3640.22,9.64,No,Yes,No,No,1,120.0,5.03,125.03,299.5,739.88,900.0,4540.22,3640.22,9.64,100.646,5.03,105.676,299.5,625.167,900.0,3883.595,2983.595,1.0401,7.859,19.354,656.625,18.04
BSM-0515,Limpopo,Cow,63,37.2,649.0,2.9,3,4,Healthy,Mixed,16.27,13.6,55.5,49.9,Yes,Positive,27.0,422,Autumn,62.9,86.9,835,Fair,162,Strip,Up to date,Occasional,Extensive,Both,,1.311,85.9,194.7,120.0,7.0,127.0,3556.0,282.7,860.99,1143.69,900.0,4699.69,3799.69,7.94,Yes,Yes,No,No,2,120.0,7.0,127.0,282.7,860.99,900.0,4699.69,3799.69,7.94,80.005,7.0,87.005,282.7,689.466,900.0,3408.306,2508.306,1.4116,4.868,39.995,1291.384,33.99
BSM-0516,Limpopo,Bull,107,32.7,1289.8,3.6,8,0,Healthy,Improved Pasture,32.53,13.0,61.9,97.7,Yes,Neutral,26.9,561,Spring,35.8,84.0,755,Fair,264,Rotational,Up to date,,Intensive,AI,Manual,0.791,,169.6,120.0,15.0,135.0,3780.0,469.21,1645.51,2114.72,732.81,5894.72,5161.91,17.88,Yes,Yes,No,No,2,120.0,15.0,135.0,469.21,1645.51,732.81,5894.72,5161.91,17.88,79.184,15.0,94.184,469.21,1287.007,732.81,4393.369,3660.559,0.8225,12.193,40.816,1501.351,29.09
BSM-0517,North West,Heifer,15,30.5,105.5,4.0,4,0,Healthy,Crop Residue,1.99,14.8,67.6,7.7,No,Positive,20.8,389,Spring,49.4,74.4,927,Good,100,Continuous,Up to date,Regular,Semi-intensive,Natural mating,Digital,1.33,,193.0,47.86,2.13,49.99,1399.72,243.03,114.6,357.63,900.0,1757.35,857.35,1.77,No,No,Yes,Yes,2,47.86,2.13,49.99,243.03,114.6,900.0,1757.35,857.35,1.77,41.59,2.13,43.72,58.82,114.6,950.537,1397.58,447.043,1.33,0.921,6.27,410.307,47.86
BSM-0518,Free State,Steer,23,34.6,186.7,4.3,5,0,Healthy,Native Veld,3.77,14.8,50.8,19.1,No,Positive,15.4,379,Autumn,61.3,65.8,1698,Fair,145,Rotational,Up to date,Occasional,Intensive,Natural mating,Manual,0.809,,193.0,101.66,14.53,116.19,3253.32,301.6,217.11,518.71,900.0,3772.03,2872.03,9.73,No,No,No,No,0,101.66,14.53,116.19,301.6,217.11,900.0,3772.03,2872.03,9.73,101.66,14.53,116.19,301.6,217.11,900.0,3772.03,2872.03,0.809,9.726,0.0,0.0,0.0
BSM-0519,Free State,Cow,64,32.3,718.4,4.3,3,7,Healthy,Native Veld,12.99,12.2,71.6,46.8,Yes,Positive,23.3,438,Spring,44.5,78.4,1373,Poor,156,Rotational,Up to date,Regular,Extensive,Natural mating,Manual,0.525,72.9,160.5,120.0,5.16,125.16,3504.48,149.65,616.66,766.31,900.0,4270.79,3370.79,17.59,No,Yes,No,Yes,2,120.0,5.16,125.16,149.65,616.66,900.0,4270.79,3370.79,17.59,92.556,5.16,97.716,48.307,532.433,929.125,3316.788,2387.663,0.5231,12.505,27.444,983.127,29.17
BSM-0520,Limpopo,Steer,9,33.0,80.7,4.9,8,0,Healthy,Improved Pasture,2.03,10.9,60.0,8.4,Yes,Positive,30.8,483,Winter,33.3,90.8,376,Good,75,Rotational,Up to date,Regular,Semi-intensive,Natural mating,Manual,0.467,,206.1,46.9,2.46,49.36,1382.08,340.68,86.1,426.78,900.0,1808.86,908.86,5.33,Yes,No,No,No,1,46.9,2.46,49.36,340.68,86.1,900.0,1808.86,908.86,5.33,42.104,2.46,44.564,340.68,76.994,900.0,1665.466,765.466,0.494,4.245,4.796,143.394,15.78
BSM-0521,North West,Bull,25,32.6,299.8,2.9,5,0,Healthy,Native Veld,6.43,12.8,57.9,30.5,No,Negative,20.8,587,Summer,34.1,72.8,1302,Fair,232,Strip,Up to date,Regular,Extensive,Natural mating,Digital,1.393,,147.5,120.0,2.26,122.26,3423.28,164.36,320.25,484.61,900.0,3907.89,3007.89,5.92,No,Yes,No,No,1,120.0,2.26,122.26,164.36,320.25,900.0,3907.89,3007.89,5.92,97.567,2.26,99.827,164.36,276.636,900.0,3236.152,2336.152,1.3737,4.659,22.433,671.738,22.33
BSM-0522,North West,Steer,19,33.5,189.7,2.2,7,0,Mild Illness,Native Veld,4.91,14.4,56.4,14.2,Yes,Neutral,27.0,596,Autumn,36.3,84.2,1070,Poor,113,Continuous,Up to date,Regular,Extensive,Natural mating,Digital,0.667,,194.6,120.0,2.72,122.72,3436.16,177.09,275.12,452.21,900.0,3888.37,2988.37,12.27,No,No,Yes,No,1,120.0,2.72,122.72,177.09,275.12,900.0,3888.37,2988.37,12.27,103.927,2.72,106.647,168.077,275.12,940.74,3429.313,2488.573,0.667,10.222,16.073,499.797,16.72
BSM-0523,Free State,Cow,52,29.1,459.5,3.0,3,7,Healthy,Improved Pasture,9.83,7.1,53.8,34.5,Yes,Positive,21.8,450,Summer,71.8,78.4,1269,Fair,147,Continuous,Up to date,Regular,Semi-intensive,Natural mating,Digital,0.476,88.2,234.1,120.0,11.71,131.71,3687.88,335.67,271.57,607.24,900.0,4295.12,3395.12,19.54,No,No,No,No,0,120.0,11.71,131.71,335.67,271.57,900.0,4295.12,3395.12,19.54,120.0,11.71,131.71,335.67,271.57,900.0,4295.12,3395.12,0.476,19.541,0.0,0.0,0.0
BSM-0524,Free State,Bull,97,27.6,617.4,4.2,6,0,Healthy,Native Veld,16.17,15.9,67.4,60.3,Yes,Positive,21.4,354,Summer,62.9,76.8,1404,Fair,236,Rotational,Partial,Regular,Extensive,Both,Digital,0.309,,207.0,120.0,6.06,126.06,3529.68,180.33,1000.42,1180.75,900.0,4710.43,3810.43,33.78,No,Yes,No,Yes,2,120.0,6.06,126.06,180.33,1000.42,900.0,4710.43,3810.43,33.78,93.257,6.06,99.317,25.747,866.251,914.173,3672.874,2758.701,0.3101,24.373,26.743,1051.729,27.6
